matricula_hash,contest,Porcentagem media de problemas aceitos por contest,Porcentagem media de problemas que tiveram alguma tentativa por contest,Media do numero de submissoes em problemas aceitos,Porcentagem media de problemas sem submissoes por contest,Porcentagem media de problemas que tiveram poucas tentativas e nao foram aceitos por contest,Porcentagem media de problemas que tiveram muitas tentativas e nao foram aceitos por contest,Porcentagem media de problemas que tiveram poucas tentativas e foram aceitos por contest,Porcentagem media de problemas que tiveram muitas tentativas e foram aceitos por contest,Porcentagem media de submissoes como 'Wrong Answer' por contest,Porcentagem media de submissoes como 'Compilation Error' por contest,Porcentagem media de submissoes como 'Presentation Error' por contest,Porcentagem media de submissoes como 'Runtime Error' por contest,Porcentagem media de submissoes como 'Time Limit Exceeded' por contest,Reprovado
9c582f21f4c860064ab2dcd3cd008ed69af0ae61fd1b6e4bc9055ee20b880af9,12,51.94,58.47,1.39,41.53,6.53,0.0,51.94,0.0,30.48,0.0,3.33,0.0,0.0,0
3770d5e04bff87ce6c69457cd693f9824c6f75606d2be200c0361069ff5d5822,12,41.39,45.83,1.92,54.17,4.45,0.0,41.39,0.0,31.57,0.0,6.94,5.0,0.0,0
cdf6424fc4ed812114874bdb9cd9718eb4578bd1202d8f2118029903997caa49,12,65.14,76.11,1.67,23.89,10.97,0.0,63.75,1.39,27.86,1.35,3.85,9.95,0.0,0
0bd8eb926174671dc64d405bd667a77e4766023c42a76bccb1b5c1a797537a09,12,37.22,38.61,1.35,61.39,1.39,0.0,37.22,0.0,9.03,1.39,2.08,0.0,0.0,1
cd433cc4e172563f28ec6658ffd1bdb7741087e4ab0314babffaa9b4fb5dabd0,12,74.72,76.11,1.27,23.89,1.39,0.0,74.72,0.0,8.4,2.08,5.39,0.0,2.78,0
a88c26dd29e87deffb39720eeadc27c503fb8cc231520b46665ff836a4a98898,12,18.33,18.33,2.25,81.67,0.0,0.0,18.33,0.0,7.22,3.89,6.25,0.0,0.0,1
1485b907fca54bdc491b2c614b87c56811d514e19168bfba7ce1e54dbfd77ffc,12,12.36,20.14,1.38,79.86,7.78,0.0,12.36,0.0,18.47,0.0,2.78,0.0,0.0,1
2e666a5134d0566a10984701d51ca242f209e87510ba901cea2e1fb1ac45d74e,12,28.89,30.28,1.78,69.72,1.39,0.0,28.89,0.0,15.83,0.0,6.76,0.0,0.0,1
485d65e96b6eaa9e6872e17d4130cf1853d62ab1b90b31bd303f5fed2b2dd4ff,12,45.83,56.53,1.93,43.47,10.7,0.0,45.83,0.0,37.37,5.49,8.09,0.0,0.0,0
4fa433d8c733d88eed395881fa9c3871fecdd0c701b79c779d8e591d5f3d95c5,12,97.22,97.22,1.11,2.78,0.0,0.0,97.22,0.0,4.32,0.0,1.19,0.0,2.78,0
37d791ca77e0f7e64d6791208bc8d061eb9eda70269225d67a03cd0dc36c75aa,12,46.94,55.28,2.42,44.72,8.33,0.0,43.2,3.75,29.87,6.48,6.84,7.41,0.93,1
7c7199eff3bf291c55370602d7b6f5e5b44b745ce4e167bd9ccdb51c7fb06c62,12,50.69,61.39,1.82,38.61,10.7,0.0,50.7,0.0,32.14,4.4,4.17,1.04,0.0,0
02c07faa9be9daec5350ef0814532604279ecdbd74c461be072c0de63194f268,12,48.33,53.89,1.35,46.11,5.56,0.0,48.33,0.0,16.12,0.0,8.83,0.0,0.0,0
fbac466f00003d9fd3e73902df0f5077aa0d1fed490b122894b964fb1f02a046,12,20.83,22.5,1.71,77.5,1.67,0.0,20.84,0.0,7.92,2.78,9.17,2.78,0.0,1
066d0ac306d39ff1657eb2c80f63da0ad43ed891b8f0f66c36343d29d72edf7a,12,34.86,40.69,1.3,59.31,5.83,0.0,34.86,0.0,22.5,2.78,0.0,1.04,0.0,0
68769242c697a37b2a5f376351a93d8fc61d8256f9558e08cacdec71fa326797,12,66.67,66.67,1.8,33.33,0.0,0.0,66.67,0.0,17.07,2.12,3.26,0.0,3.37,0
63c0b75de1a26a5aa5c92a26865856289551e04b311d2cf3ae0d7dbbc26b1933,12,31.67,41.39,1.33,58.61,9.72,0.0,31.67,0.0,19.94,9.72,10.42,5.36,0.0,1
61ce56227fdd48c9a48398b25da62ead2254099910c1fdad59e6b13fbb0695e7,12,74.44,77.22,1.61,22.78,2.78,0.0,72.78,1.67,22.99,1.04,3.7,4.01,0.0,0
222f5c01a5922ceb54be4ddceb660ea0a0d539ed0016d90e8af70d7ede25fd32,12,13.33,40.97,1.0,59.03,27.64,0.0,13.33,0.0,46.67,4.17,0.0,0.0,4.17,1
b0dcda938ccd794210028af2c54489d720f60c5a12e6dab709e309dcc32778ec,12,86.11,86.11,1.56,13.89,0.0,0.0,86.11,0.0,24.22,0.0,3.16,0.0,0.0,0
b3a835e3deb356a00a015fd2fff90f229f962f758b526457574a5476d7ea95d8,12,15.56,15.56,1.5,84.44,0.0,0.0,15.56,0.0,13.89,0.0,0.0,0.0,0.0,1
7cda355a22474ae1d504842a79d0b63b8df88d3112577e84a3a7c24c4527cd6e,12,61.11,62.78,1.35,37.22,1.67,0.0,61.11,0.0,16.55,0.0,1.39,4.76,0.0,1
0cb5004a50336e2f3e167850f4b4b478a85246cd7d4e939ddf20f2b84eeb9442,13,26.79,32.82,1.74,67.18,6.03,0.0,25.26,1.54,24.88,3.85,1.71,0.0,0.0,1
45a5765542b4b729c15ea4cb923fb57ebc605974ce5f12f17d105fa66c986467,13,72.95,75.51,1.43,24.49,2.56,0.0,72.95,0.0,25.71,0.0,2.5,1.1,1.92,0
bea1fd598b044294e94c08fb6ba66c880547527b0fca4c98433ea5c5255b6486,13,48.46,51.92,1.82,48.08,1.92,1.54,48.46,0.0,23.21,11.18,5.37,0.0,0.0,1
799b2f548873803efe48c048658e7a32e405e76d7e663f0d12ecfa1673b00537,13,68.85,73.59,1.44,26.41,4.74,0.0,68.85,0.0,18.87,3.66,7.51,0.0,0.0,0
c4506198362a6220a047d58436157cb7b979a17b26468919083b35cb98f15b30,13,30.9,33.46,1.36,66.54,2.56,0.0,30.9,0.0,10.77,0.0,2.82,0.0,0.0,1
bcb38285a751e5bcfddde8b7f29c0908f8e8eba18faa760212562ca07f9eef7f,13,14.1,14.1,1.7,85.9,0.0,0.0,14.1,0.0,4.52,0.0,2.2,0.0,0.0,0
aaa3ab1e01811252bb31de41636113bc47293fe336a7ea78a8ee1f58608a1abf,13,56.15,61.54,2.08,38.46,2.56,2.82,56.15,0.0,39.56,8.78,5.24,1.92,0.0,0
cf6336d49584f825d46a57f67e604990f3ad494e8dcfb71ed8d1ef644f25edcd,13,88.85,88.85,1.27,11.15,0.0,0.0,88.85,0.0,9.6,0.96,0.96,0.77,0.0,0
68fcd3b793482448ca94a2241db04843ab272b8d8677343341fb7d18ea5485c6,13,56.67,59.87,1.92,40.13,3.21,0.0,56.67,0.0,34.26,1.1,4.13,0.0,0.0,0
abaed87e2373eb3a8a03366d7c863fd66dbda275d92fc9701378e675ba5ef576,13,78.85,80.13,1.16,19.87,1.28,0.0,78.85,0.0,5.59,0.96,2.38,0.0,2.2,0
1c3308ecd3375157eb083199b671426a2fc58d3b6c66de953c945bb755d34e0f,13,15.38,17.95,1.45,82.05,2.56,0.0,15.38,0.0,5.38,1.92,0.96,1.92,0.0,0
b7a6aa6f564e2e8617ea4e3d443c781d5f890377a584b8d46491d2bcc33e5f36,13,86.03,89.1,1.5,10.9,3.08,0.0,86.03,0.0,21.44,3.98,8.35,0.0,0.0,0
c6226fb275c73f0679f124c7d0e7fc2811927d017d2398687f8ebb08706b739d,13,41.54,41.54,1.23,58.46,0.0,0.0,41.54,0.0,5.17,0.0,2.56,0.0,0.0,0
1f19ae40ed3f3b706a126d937c13bc177278eccfb8bd350d763e488a93361ae4,13,52.56,53.85,1.89,46.15,1.28,0.0,51.28,1.28,17.18,0.0,6.47,8.25,0.0,0
cf71338c3f7b8e22356a1bdb749e0919bb3cd47b59654cc51af6515bbbe5c13b,13,76.28,77.56,1.28,22.44,1.28,0.0,76.28,0.0,17.27,0.0,3.52,0.0,0.0,0
a87cc43424df17bf53075e8f1d45946fc92de83bc076df60601ee6bc1f848c76,13,15.64,20.13,1.64,79.87,4.49,0.0,15.64,0.0,17.31,0.0,0.85,0.0,0.0,1
3e67e55bb5f2d1074d9561698136116e36c53a322ffd532c304893dfd33ce800,13,78.59,79.87,1.73,20.13,1.28,0.0,77.31,1.28,23.11,1.47,6.49,0.0,0.0,0
5f6d449c8d3031dca05469e64697092dd2e4dc4a19db4862541ddc0c63bad82c,13,24.1,24.1,1.24,75.9,0.0,0.0,24.1,0.0,4.49,0.0,1.92,0.0,0.0,1
4a7bb23be71c867d8836f1715f438ef910086453584adeeca911395477163889,13,32.69,38.97,1.39,61.03,6.28,0.0,32.69,0.0,14.82,1.1,6.92,0.0,0.0,1
dbb58a782a8391f9362b61146ae301e107ef5d32fec11c4c80cb97a4c4f3b1fe,13,80.51,81.8,1.35,18.21,1.28,0.0,80.51,0.0,12.75,0.0,6.07,0.85,0.0,0
47f1445ad3227255f109bb198c46395daa6c73600a62556b36345a50077406fb,13,74.87,85.64,1.27,14.36,10.77,0.0,74.87,0.0,25.6,1.28,0.0,0.0,1.1,0
17f7ca84e36994df24a05835ee7f3128261237591efaecdf72608f5d3373d72d,13,39.1,51.8,1.52,48.21,12.69,0.0,39.1,0.0,38.86,1.28,6.92,5.38,0.0,0
f639dee99b5659f9e923aa60cbedc3a9e73f3b85a807b40448b6dd901794f5c2,13,39.62,43.72,2.0,56.28,4.1,0.0,38.08,1.54,22.59,0.7,5.5,10.77,0.0,1
4466cd3c0ca55904f2c68b9f3ebb6e4b40278381e0e1ee75229e484a0987bc5b,13,51.54,60.13,1.43,39.87,8.59,0.0,51.54,0.0,25.62,9.62,2.78,6.15,0.0,0
79ad17a8e48814f83b91649a5a073a7e23c8060d492eb282392e2ad1e71363cc,13,51.67,56.28,1.38,43.72,4.62,0.0,51.67,0.0,20.34,2.56,2.05,0.0,0.0,1
ac8629412f6c5ece590d7135c55f061986a4fee83fcbf3f244906d5a919410ce,13,58.85,60.13,1.54,39.87,1.28,0.0,57.31,1.54,13.19,4.82,1.28,1.54,0.7,0
3c073ffe1fdd55acd3128665dd6e384e3f977405fecd7a635be85b212a1b7fd4,13,54.1,55.64,1.59,44.36,1.54,0.0,54.1,0.0,12.03,0.96,8.74,3.98,0.0,0
0cc37c9e5be980145db7aef50389a2bff86fafb90b5e4b75426af3c3aef04bfa,13,46.03,53.98,1.09,46.03,7.95,0.0,46.03,0.0,23.72,0.0,1.1,1.54,0.0,1
614447fba42b4e35beafd23d5178cca06d46fd25319783ed3971af63974d5535,13,12.56,21.28,2.0,78.72,8.72,0.0,12.56,0.0,11.17,3.46,7.47,0.0,0.0,1
cffc0a6ea2071b47ed8c0e54a4e84cbcb2ca61c6340b30334c1a7ca34c73d28d,13,58.59,63.08,1.55,36.92,4.49,0.0,58.59,0.0,26.53,2.38,3.74,0.77,0.77,0
cc0c7944e2661895b0a2f3b74a136c8950a4068c7c29504baf2f0c47127943c3,13,36.03,39.87,1.92,60.13,3.85,0.0,34.49,1.54,20.96,0.0,4.74,9.74,0.0,1
0be2b7c75dfd77409d159bff089dcdb5b1c7834d921d6cbea10b7a58e3025006,13,55.64,65.38,1.45,34.62,9.74,0.0,55.64,0.0,25.02,3.21,7.01,2.56,0.0,0
46993a895c360e78be1a7a1425272cf3265cadb6c43f33d93417ab11a160a0db,13,47.82,53.85,1.85,46.15,2.82,3.21,46.28,1.54,31.53,2.56,4.74,4.23,0.0,1
34d83ec67536839543ded39cf33279c621603bddf05c4c56c3cf4bb173258989,13,42.44,58.97,2.31,41.03,16.54,0.0,39.62,2.82,48.62,3.85,4.64,6.41,0.0,0
bccaccc6ab78a7caf620f11c4cd74c76eff0904a29cc04e70ba47bd7533d1c28,13,58.72,60.0,1.44,40.0,1.28,0.0,58.72,0.0,17.14,2.05,4.49,0.0,0.0,1
ee6d82a67d8cf3f6a8be6e6e20b5e6563580daf8a9eb274246a088620ffaf1f3,13,57.31,58.59,1.45,41.41,1.28,0.0,57.31,0.0,22.65,2.05,0.0,0.0,0.85,1
9438d0a69d3766b256fba640c88d18fcb70b8d4970844748b8495a8b324843b4,13,71.03,74.49,1.44,25.51,3.46,0.0,71.03,0.0,17.2,0.85,7.08,8.79,0.0,0
9c582f21f4c860064ab2dcd3cd008ed69af0ae61fd1b6e4bc9055ee20b880af9,13,52.56,58.59,1.47,41.41,6.03,0.0,52.56,0.0,31.43,0.0,4.18,0.0,0.0,0
3770d5e04bff87ce6c69457cd693f9824c6f75606d2be200c0361069ff5d5822,13,39.74,45.38,1.89,54.62,5.64,0.0,39.74,0.0,29.15,0.0,12.56,4.62,0.0,0
cdf6424fc4ed812114874bdb9cd9718eb4578bd1202d8f2118029903997caa49,13,63.21,73.33,1.64,26.67,10.13,0.0,61.92,1.28,25.72,1.25,3.56,9.19,0.0,0
0bd8eb926174671dc64d405bd667a77e4766023c42a76bccb1b5c1a797537a09,13,37.44,38.72,1.36,61.28,1.28,0.0,37.44,0.0,10.9,1.28,1.92,0.0,0.0,1
cd433cc4e172563f28ec6658ffd1bdb7741087e4ab0314babffaa9b4fb5dabd0,13,76.67,77.95,1.31,22.05,1.28,0.0,76.67,0.0,9.46,1.92,4.98,1.71,2.56,0
a88c26dd29e87deffb39720eeadc27c503fb8cc231520b46665ff836a4a98898,13,16.92,16.92,2.25,83.08,0.0,0.0,16.92,0.0,6.67,3.59,5.77,0.0,0.0,1
1485b907fca54bdc491b2c614b87c56811d514e19168bfba7ce1e54dbfd77ffc,13,11.41,21.67,1.38,78.33,10.26,0.0,11.41,0.0,24.74,0.0,2.56,0.0,0.0,1
2e666a5134d0566a10984701d51ca242f209e87510ba901cea2e1fb1ac45d74e,13,28.21,29.49,1.84,70.51,1.28,0.0,28.21,0.0,19.74,0.0,6.24,0.0,0.0,1
485d65e96b6eaa9e6872e17d4130cf1853d62ab1b90b31bd303f5fed2b2dd4ff,13,43.85,53.72,1.94,46.28,9.87,0.0,43.85,0.0,38.34,5.06,7.46,0.0,0.0,0
4fa433d8c733d88eed395881fa9c3871fecdd0c701b79c779d8e591d5f3d95c5,13,97.44,97.44,1.1,2.56,0.0,0.0,97.44,0.0,3.98,0.0,1.1,0.0,2.56,0
37d791ca77e0f7e64d6791208bc8d061eb9eda70269225d67a03cd0dc36c75aa,13,46.41,54.1,2.39,45.9,7.69,0.0,42.95,3.46,29.49,5.98,8.24,6.84,0.85,1
7c7199eff3bf291c55370602d7b6f5e5b44b745ce4e167bd9ccdb51c7fb06c62,13,48.33,58.21,1.79,41.79,9.87,0.0,48.33,0.0,29.67,4.06,3.85,0.96,0.0,0
02c07faa9be9daec5350ef0814532604279ecdbd74c461be072c0de63194f268,13,46.15,52.82,1.34,47.18,6.67,0.0,46.15,0.0,18.73,0.0,8.15,0.0,0.0,0
fbac466f00003d9fd3e73902df0f5077aa0d1fed490b122894b964fb1f02a046,13,19.23,22.31,1.71,77.69,3.08,0.0,19.23,0.0,15.0,2.56,8.46,2.56,0.0,1
066d0ac306d39ff1657eb2c80f63da0ad43ed891b8f0f66c36343d29d72edf7a,13,35.26,40.64,1.28,59.36,5.38,0.0,35.26,0.0,20.77,2.56,0.0,0.96,0.0,0
68769242c697a37b2a5f376351a93d8fc61d8256f9558e08cacdec71fa326797,13,69.23,69.23,1.76,30.77,0.0,0.0,69.23,0.0,17.95,1.96,3.01,0.0,3.11,0
63c0b75de1a26a5aa5c92a26865856289551e04b311d2cf3ae0d7dbbc26b1933,13,30.77,44.36,1.32,55.64,13.59,0.0,30.77,0.0,24.82,8.97,9.62,4.95,0.0,1
61ce56227fdd48c9a48398b25da62ead2254099910c1fdad59e6b13fbb0695e7,13,76.41,78.97,1.57,21.03,2.56,0.0,74.87,1.54,22.5,0.96,3.42,3.7,0.0,0
222f5c01a5922ceb54be4ddceb660ea0a0d539ed0016d90e8af70d7ede25fd32,13,12.31,37.82,1.0,62.18,25.51,0.0,12.31,0.0,43.08,3.85,0.0,0.0,3.85,1
b0dcda938ccd794210028af2c54489d720f60c5a12e6dab709e309dcc32778ec,13,87.18,87.18,1.52,12.82,0.0,0.0,87.18,0.0,22.36,0.0,2.92,0.0,0.0,0
b3a835e3deb356a00a015fd2fff90f229f962f758b526457574a5476d7ea95d8,13,17.44,17.44,1.42,82.56,0.0,0.0,17.44,0.0,12.82,0.0,0.0,0.0,0.0,1
7cda355a22474ae1d504842a79d0b63b8df88d3112577e84a3a7c24c4527cd6e,13,56.41,57.95,1.35,42.05,1.54,0.0,56.41,0.0,15.27,0.0,1.28,4.4,0.0,1
